"","id","day","airline","destination","dest_region","dest_size","boarding_area","dept_time","wait_min","cleanliness","safety","satisfaction"
"1",1842,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",255,"Average","Neutral","Somewhat satsified"
"2",1844,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",315,"Somewhat clean","Somewhat safe","Somewhat satsified"
"3",1840,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",165,"Average","Somewhat safe","Somewhat satsified"
"4",1837,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",225,"Somewhat clean","Somewhat safe","Somewhat satsified"
"5",1833,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",175,"Clean","Neutral",NA
"6",3010,"Wednesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",87.9999999999998,"Somewhat clean","Very safe","Somewhat satsified"
"7",1838,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",195,"Somewhat clean","Very safe","Somewhat satsified"
"8",1845,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",135,"Average","Somewhat safe","Somewhat satsified"
"9",2097,"Monday","UNITED INTL","MEXICO CITY","Canada/Mexico","Hub","Gates 91-102","2018-12-31",145,"Somewhat clean","Somewhat safe","Somewhat satsified"
"10",1846,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",145,"Clean","Somewhat safe","Somewhat satsified"
"11",1831,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",285,"Clean","Somewhat safe","Very satisfied"
"12",1848,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",135,"Somewhat clean","Neutral","Somewhat satsified"
"13",1841,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",300,"Clean","Very safe","Very satisfied"
"14",1835,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",315,"Clean","Very safe","Very satisfied"
"15",1849,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",285,"Clean","Very safe","Very satisfied"
"16",2289,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",165,"Somewhat clean","Very safe","Very satisfied"
"17",977,"Friday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",475,"Average","Neutral","Neutral"
"18",105,"Tuesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",145,"Average","Somewhat safe",NA
"19",1973,"Friday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",125,"Clean","Very safe","Very satisfied"
"20",2385,"Wednesday","UNITED INTL","SYDNEY","Australia/New Zealand","Hub","Gates 91-102","2018-12-31",515,"Somewhat clean","Very safe","Somewhat satsified"
"21",3209,"Tuesday","UNITED","SANTA BARBARA","West US","Small","Gates 70-90","2018-12-31",35,"Average","Somewhat safe","Very unsatisfied"
"22",1794,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"23",278,"Thursday","UNITED","BALTIMORE","East US","Medium","Gates 70-90","2018-12-31",134,"Somewhat clean","Somewhat safe","Neutral"
"24",517,"Sunday","UNITED","FT. LAUDERDALE","East US","Large","Gates 60-69","2018-12-31",105,"Clean","Very safe","Very satisfied"
"25",1265,"Thursday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",215,"Somewhat clean","Somewhat safe","Somewhat satsified"
"26",2885,"Friday","EVA AIR","TAIPEI","Asia","Hub","Gates 91-102","2018-12-31",180,"Average","Very safe",NA
"27",2457,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",154,"Clean","Very safe","Neutral"
"28",3198,"Tuesday","UNITED","ONTARIO (CALIF)","West US","Small","Gates 70-90","2018-12-31",1365,"Average","Somewhat safe","Somewhat unsatisfied"
"29",2128,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",243,"Clean","Very safe","Somewhat satsified"
"30",2199,"Thursday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",180,"Somewhat clean","Neutral","Somewhat unsatisfied"
"31",1376,"Tuesday","UNITED INTL","SHANGHAI","Asia","Hub","Gates 91-102","2018-12-31",205,"Somewhat clean","Somewhat safe","Somewhat satsified"
"32",2152,"Wednesday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",110,"Average","Somewhat safe","Somewhat satsified"
"33",621,"Tuesday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",84.9999999999999,"Average","Very safe","Neutral"
"34",4,"Tuesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",75.0000000000001,"Somewhat clean","Somewhat safe","Neutral"
"35",1541,"Wednesday","AIR CHINA","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",140,"Somewhat clean","Very safe","Neutral"
"36",2242,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",156,"Somewhat clean","Somewhat safe","Neutral"
"37",1039,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",245,"Somewhat clean","Neutral","Neutral"
"38",475,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",178,NA,"Very safe","Neutral"
"39",2460,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",225,"Somewhat clean","Very safe","Somewhat satsified"
"40",2132,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",183,"Average","Very safe","Somewhat satsified"
"41",1594,"Wednesday","SINGAPORE AIRLINES","SINGAPORE","Asia","Hub","Gates 91-102","2018-12-31",120,"Average","Neutral","Neutral"
"42",1536,"Wednesday","AIR CHINA","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",170,"Somewhat clean","Neutral","Neutral"
"43",1582,"Wednesday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",125,"Somewhat clean","Somewhat safe","Neutral"
"44",684,"Wednesday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",230,"Somewhat clean","Very safe","Somewhat satsified"
"45",101,"Tuesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",140,"Somewhat clean","Somewhat safe","Neutral"
"46",2455,"Friday","ALASKA","SALT LAKE CITY","West US","Medium","Gates 1-12","2018-12-31",150,"Average","Very safe","Somewhat satsified"
"47",294,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",182,"Somewhat clean","Very safe","Very satisfied"
"48",1005,"Friday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",245,"Somewhat clean","Very safe","Neutral"
"49",464,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",118,"Somewhat clean","Somewhat safe","Somewhat satsified"
"50",1583,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",150,"Clean","Very safe","Very satisfied"
"51",1579,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",180,"Somewhat clean","Very safe","Somewhat satsified"
"52",1269,"Thursday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",165,"Average","Neutral","Somewhat satsified"
"53",2654,"Saturday","AEROMEXICO","MEXICO CITY","Canada/Mexico","Hub","Gates 1-12","2018-12-31",230,"Clean","Very safe","Somewhat satsified"
"54",519,"Thursday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",285,"Somewhat clean","Very safe","Somewhat satsified"
"55",863,"Tuesday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",65.0000000000001,"Somewhat clean","Very safe","Neutral"
"56",1516,"Wednesday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",135,"Clean","Very safe","Somewhat satsified"
"57",659,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",135,"Somewhat clean","Very safe","Neutral"
"58",656,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",225,"Somewhat clean","Very safe","Somewhat satsified"
"59",2929,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",75.0000000000001,"Somewhat clean","Very safe","Neutral"
"60",280,"Thursday","UNITED","BALTIMORE","East US","Medium","Gates 70-90","2018-12-31",194,"Somewhat clean","Very safe","Somewhat satsified"
"61",2649,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",79.9999999999999,"Somewhat clean","Somewhat safe","Neutral"
"62",1500,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",135,"Somewhat clean","Neutral","Neutral"
"63",2450,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",169,"Average","Very safe","Neutral"
"64",3045,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",110,"Somewhat clean","Somewhat safe",NA
"65",614,"Thursday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",140,"Clean","Very safe","Somewhat satsified"
"66",204,"Wednesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",130,"Average","Very safe","Neutral"
"67",1049,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",445,"Somewhat clean","Very safe","Very satisfied"
"68",2209,"Thursday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",135,"Somewhat clean","Somewhat safe","Neutral"
"69",1471,"Wednesday","AVIANCA","SAN SALVADOR","Central/South America","Small","Gates 1-12","2018-12-31",130,"Clean","Very safe",NA
"70",2296,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",205,"Somewhat clean","Very safe","Somewhat satsified"
"71",2412,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"72",2407,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",580,"Clean","Very safe","Very satisfied"
"73",1514,"Wednesday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",105,"Somewhat clean","Very safe","Somewhat satsified"
"74",3040,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",155,"Somewhat clean","Very safe","Somewhat satsified"
"75",844,"Tuesday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",94,"Clean","Very safe",NA
"76",881,"Tuesday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",160,"Somewhat clean","Very safe","Somewhat satsified"
"77",2409,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",190,"Somewhat clean","Very safe","Very satisfied"
"78",1527,"Wednesday","ALASKA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",110,"Average","Somewhat safe","Somewhat satsified"
"79",1195,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",79.9999999999999,"Somewhat clean","Somewhat safe","Somewhat satsified"
"80",1042,"Friday","AIR CANADA","CALGARY","Canada/Mexico","Medium","Gates 91-102","2018-12-31",295,"Somewhat clean","Somewhat safe","Somewhat satsified"
"81",2957,"Tuesday","AMERICAN","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",175,"Somewhat clean","Neutral","Somewhat satsified"
"82",2380,"Wednesday","UNITED INTL","SYDNEY","Australia/New Zealand","Hub","Gates 91-102","2018-12-31",155,"Clean","Very safe","Somewhat satsified"
"83",102,"Tuesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",200,"Somewhat clean","Somewhat safe","Somewhat satsified"
"84",2486,"Saturday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",170,"Somewhat clean","Very safe","Somewhat satsified"
"85",342,"Friday","LUFTHANSA","FRANKFURT","Europe","Hub","Gates 91-102","2018-12-31",150,"Clean","Somewhat safe","Very satisfied"
"86",1808,"Monday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",155,"Somewhat clean","Somewhat safe","Somewhat satsified"
"87",322,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",130,"Somewhat clean","Very safe","Very satisfied"
"88",1090,"Thursday","DELTA","MINNEAPOLIS-ST. PAUL","Midwest US","Hub","Gates 40-48","2018-12-31",105,"Somewhat clean","Very safe","Somewhat satsified"
"89",2211,"Thursday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",165,"Somewhat clean","Somewhat safe","Somewhat satsified"
"90",1555,"Wednesday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",105,"Somewhat clean","Somewhat safe","Neutral"
"91",2249,"Saturday","UNITED","BAKERSFIELD","West US","Small","Gates 70-90","2018-12-31",148,"Clean","Somewhat safe","Somewhat satsified"
"92",879,"Tuesday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",160,"Somewhat clean","Very safe","Somewhat satsified"
"93",546,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",75,"Somewhat clean","Very safe","Somewhat satsified"
"94",2956,"Tuesday","AMERICAN","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",130,"Somewhat clean","Very safe","Somewhat satsified"
"95",1439,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",419,"Somewhat clean","Somewhat safe","Somewhat satsified"
"96",243,"Thursday","UNITED","NASHVILLE","Midwest US","Medium","Gates 70-90","2018-12-31",80.0000000000002,"Somewhat clean","Very safe","Very satisfied"
"97",889,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",330,"Clean","Very safe","Somewhat satsified"
"98",1566,"Wednesday","DELTA","DETROIT","Midwest US","Large","Gates 40-48","2018-12-31",125,"Clean","Very safe","Somewhat satsified"
"99",104,"Tuesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",80.0000000000001,"Average","Very safe",NA
"100",2338,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",120,"Somewhat clean","Very safe","Somewhat satsified"
"101",1585,"Wednesday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",100,"Somewhat dirty","Neutral","Somewhat satsified"
"102",326,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",100,"Somewhat clean","Very safe","Somewhat satsified"
"103",2670,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",260,"Average","Very safe","Somewhat satsified"
"104",869,"Tuesday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",115,"Clean","Very safe","Neutral"
"105",279,"Thursday","UNITED","BALTIMORE","East US","Medium","Gates 70-90","2018-12-31",644,"Somewhat clean","Very safe","Somewhat satsified"
"106",3201,"Tuesday","UNITED","ONTARIO (CALIF)","West US","Small","Gates 70-90","2018-12-31",95,"Clean","Somewhat safe","Somewhat satsified"
"107",1363,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",195,"Somewhat clean","Very safe","Somewhat satsified"
"108",1365,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",195,"Somewhat clean","Somewhat safe","Somewhat satsified"
"109",1504,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",105,"Somewhat clean","Very safe","Somewhat satsified"
"110",745,"Thursday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"111",2765,"Sunday","WOW","REYKJAVIK","Europe","Small","Gates 1-12","2018-12-31",175,"Somewhat clean","Very safe","Somewhat satsified"
"112",272,"Thursday","UNITED","LOS ANGELES","West US","Hub","Gates 70-90","2018-12-31",70.0000000000001,"Somewhat clean","Somewhat safe","Somewhat satsified"
"113",1360,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",225,"Average","Somewhat safe","Somewhat satsified"
"114",3046,"Tuesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",120,"Average","Very safe","Very satisfied"
"115",2088,"Tuesday","AMERICAN","PHOENIX","West US","Hub","Gates 50-59","2018-12-31",121,"Somewhat clean","Very safe","Very satisfied"
"116",670,"Thursday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",200,"Somewhat clean","Somewhat safe","Neutral"
"117",2673,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",330,"Clean","Very safe","Somewhat satsified"
"118",2252,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",125,"Somewhat clean","Very safe","Neutral"
"119",2677,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",210,"Somewhat clean","Very safe","Neutral"
"120",750,"Thursday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",235,"Somewhat clean","Somewhat safe","Somewhat satsified"
"121",938,"Thursday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",105,"Average","Very safe","Somewhat satsified"
"122",1958,"Friday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",275,"Somewhat clean","Somewhat safe","Somewhat satsified"
"123",2834,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 70-90","2018-12-31",100,"Somewhat clean","Very safe","Somewhat satsified"
"124",1458,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",179,"Clean","Somewhat safe","Somewhat satsified"
"125",2229,"Thursday","SOUTHWEST","SANTA ANA","West US","Medium","Gates 20-39","2018-12-31",120,"Somewhat clean","Very safe","Somewhat satsified"
"126",327,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",70.0000000000001,"Somewhat clean","Very safe","Somewhat satsified"
"127",2179,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",270,"Somewhat clean","Somewhat safe","Somewhat satsified"
"128",1487,"Wednesday","HAWAIIAN AIR","HONOLULU","West US","Medium","Gates 1-12","2018-12-31",135,"Clean","Very safe","Somewhat satsified"
"129",1507,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",120,"Clean","Very safe","Somewhat satsified"
"130",402,"Sunday","UNITED","HOUSTON-BUSH","Midwest US","Hub","Gates 70-90","2018-12-31",167,"Somewhat clean","Somewhat safe","Somewhat satsified"
"131",949,"Tuesday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",155,"Somewhat clean","Somewhat safe",NA
"132",1,"Thursday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",84.9999999999999,"Somewhat clean","Neutral","Somewhat satsified"
"133",893,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",150,"Clean","Very safe","Very satisfied"
"134",2180,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",195,"Average","Neutral","Somewhat satsified"
"135",1858,"Tuesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",120,"Average","Somewhat safe","Neutral"
"136",2001,"Friday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",245,"Somewhat clean","Very safe","Somewhat satsified"
"137",1454,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",112,"Clean","Very safe","Very satisfied"
"138",2389,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",285,"Clean","Somewhat safe","Somewhat satsified"
"139",2059,"Thursday","AMERICAN","PHILADELPHIA","East US","Large","Gates 50-59","2018-12-31",117,"Clean","Very safe","Somewhat satsified"
"140",419,"Sunday","UNITED","INDIANAPOLIS","Midwest US","Medium","Gates 60-69","2018-12-31",173,"Somewhat clean","Very safe","Somewhat satsified"
"141",1276,"Thursday","CHINA SOUTHERN","WUHAN","Asia","Medium","Gates 1-12","2018-12-31",225,"Somewhat dirty","Somewhat safe","Somewhat satsified"
"142",1434,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",209,"Clean","Very unsafe","Somewhat satsified"
"143",2181,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",180,"Clean","Very safe","Somewhat satsified"
"144",3043,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",230,"Somewhat clean","Very safe","Somewhat satsified"
"145",2548,"Saturday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",135,"Clean","Very safe",NA
"146",2703,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",150,"Clean","Very safe","Somewhat satsified"
"147",2533,"Saturday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",108,"Somewhat clean","Very safe","Somewhat satsified"
"148",2904,"Friday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",385,"Clean","Somewhat safe","Somewhat satsified"
"149",2101,"Tuesday","AMERICAN","PHOENIX","West US","Hub","Gates 50-59","2018-12-31",91.0000000000001,"Clean","Very safe","Very satisfied"
"150",2138,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",273,"Somewhat clean","Very safe","Neutral"
"151",2193,"Wednesday","AER LINGUS","DUBLIN","Europe","Large","Gates 91-102","2018-12-31",190,"Clean","Very safe","Very satisfied"
"152",3047,"Tuesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",70,"Average","Somewhat safe","Somewhat satsified"
"153",2845,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",112,"Clean","Very safe","Somewhat satsified"
"154",1957,"Friday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",185,"Somewhat clean","Neutral","Somewhat satsified"
"155",1370,"Tuesday","UNITED INTL","PARIS-DE GAULLE","Europe","Hub","Gates 91-102","2018-12-31",165,"Somewhat clean","Very safe","Somewhat satsified"
"156",1427,"Saturday","UNITED","KANSAS CITY","Midwest US","Medium","Gates 70-90","2018-12-31",59.9999999999999,"Average","Somewhat safe","Neutral"
"157",1975,"Friday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",190,"Somewhat clean","Very safe","Somewhat satsified"
"158",469,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",148,"Clean","Very safe","Somewhat satsified"
"159",3087,"Sunday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",185,"Somewhat clean","Very safe","Somewhat satsified"
"160",2686,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",210,"Average","Somewhat safe","Somewhat satsified"
"161",1830,"Monday","TURKISH AIRLINES","ISTANBUL","Middle East","Hub","Gates 91-102","2018-12-31",135,"Clean","Very safe","Very satisfied"
"162",318,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",250,"Somewhat clean","Somewhat safe","Somewhat satsified"
"163",2802,"Tuesday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",120,"Clean","Very safe","Somewhat satsified"
"164",2182,"Wednesday","QANTAS","SYDNEY","Australia/New Zealand","Hub","Gates 1-12","2018-12-31",885,"Clean","Very safe","Somewhat satsified"
"165",2628,"Tuesday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",105,"Somewhat clean","Very safe",NA
"166",2521,"Tuesday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",75,"Somewhat clean","Very safe","Somewhat satsified"
"167",291,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",122,"Somewhat clean","Somewhat safe","Very satisfied"
"168",2340,"Wednesday","UNITED","AUSTIN","Midwest US","Medium","Gates 70-90","2018-12-31",285,"Somewhat clean","Very safe","Somewhat satsified"
"169",1274,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",200,"Somewhat clean","Very safe","Very satisfied"
"170",2356,"Tuesday","JETBLUE","FT. LAUDERDALE","East US","Large","Gates 1-12","2018-12-31",131,"Somewhat clean","Somewhat safe","Somewhat satsified"
"171",2034,"Wednesday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",90,"Somewhat clean","Very safe","Somewhat satsified"
"172",965,"Friday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"173",2835,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 70-90","2018-12-31",100,"Clean","Very safe","Somewhat satsified"
"174",1197,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",105,"Average","Very safe","Somewhat satsified"
"175",325,"Thursday","UNITED","BURBANK","West US","Small","Gates 70-90","2018-12-31",55.0000000000001,"Somewhat clean","Very safe","Somewhat satsified"
"176",846,"Tuesday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",274,"Somewhat clean","Somewhat safe","Somewhat satsified"
"177",2239,"Thursday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",94.9999999999999,"Somewhat clean","Somewhat safe","Somewhat satsified"
"178",1329,"Tuesday","UNITED INTL","SHANGHAI","Asia","Hub","Gates 91-102","2018-12-31",260,"Clean","Very safe","Somewhat satsified"
"179",1588,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",120,"Clean","Somewhat safe","Very satisfied"
"180",2683,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",210,"Somewhat clean","Very safe","Somewhat satsified"
"181",2844,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",157,"Clean","Very safe","Somewhat satsified"
"182",2240,"Thursday","SOUTHWEST","PHOENIX","West US","Hub","Gates 20-39","2018-12-31",110,"Average","Somewhat safe","Somewhat satsified"
"183",1981,"Friday","AIR FRANCE/KLM","AMSTERDAM","Europe","Hub","Gates 1-12","2018-12-31",175,"Clean","Somewhat safe","Very satisfied"
