"","id","day","airline","destination","dest_region","dest_size","boarding_area","dept_time","wait_min","cleanliness","safety","satisfaction"
"2275",311,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",122,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2276",1119,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",NA,"Somewhat clean","Very safe",NA
"2277",1834,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",145,"Somewhat clean","Neutral","Somewhat satsified"
"2278",897,"Tuesday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",220,"Clean","Very safe","Very satisfied"
"2279",1286,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2280",1449,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",202,"Clean","Very safe","Very satisfied"
"2281",1694,"Sunday","ALASKA","SANTA ANA","West US","Medium","Gates 50-59","2018-12-31",292,"Clean","Very safe","Very satisfied"
"2282",2710,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",240,"Clean","Somewhat safe","Very satisfied"
"2283",317,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",137,"Somewhat clean","Very safe","Very satisfied"
"2284",1955,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",155,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2285",1886,"Wednesday","SINGAPORE AIRLINES","SINGAPORE","Asia","Hub","Gates 91-102","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2286",2534,"Saturday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",255,"Clean","Very safe","Somewhat satsified"
"2287",1953,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",225,"Clean","Somewhat safe","Very satisfied"
"2288",1820,"Monday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",125,"Average","Very safe","Somewhat satsified"
"2289",2954,"Wednesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",125,"Average","Somewhat safe","Neutral"
"2290",2527,"Saturday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",270,"Somewhat clean","Very safe","Very satisfied"
"2291",2681,"Tuesday","SOUTHWEST","DENVER","West US","Hub","Gates 20-39","2018-12-31",110,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2292",1621,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",170,"Clean","Very safe","Somewhat satsified"
"2293",1749,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",145,"Clean","Very safe","Somewhat satsified"
"2294",1755,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",235,"Average","Somewhat safe","Neutral"
"2295",2648,"Saturday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",192,"Somewhat clean","Very safe","Somewhat satsified"
"2296",1959,"Tuesday","UNITED","BOSTON","East US","Large","Gates 70-90","2018-12-31",84.9999999999999,"Somewhat clean","Very safe","Somewhat satsified"
"2297",2706,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",105,"Clean","Somewhat safe","Somewhat satsified"
"2298",1553,"Wednesday","AIR CHINA","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",185,"Clean","Very safe","Very satisfied"
"2299",2694,"Friday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",150,"Clean","Somewhat safe","Very satisfied"
"2300",269,"Friday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",205,"Average","Neutral","Very satisfied"
"2301",321,"Wednesday","SOUTHWEST","LOS ANGELES","West US","Hub","Gates 20-39","2018-12-31",NA,"Somewhat dirty","Somewhat safe","Very satisfied"
"2302",2890,"Sunday","WOW","REYKJAVIK","Europe","Small","Gates 1-12","2018-12-31",145,"Average","Neutral","Somewhat satsified"
"2303",1513,"Wednesday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",120,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2304",1682,"Saturday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",125,"Clean","Very safe","Very satisfied"
"2305",2609,"Tuesday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",177,"Clean","Neutral","Somewhat satsified"
"2306",2,"Thursday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",79.9999999999999,NA,"Very safe","Neutral"
"2307",1484,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-01-01",209,"Somewhat clean","Very safe","Somewhat satsified"
"2308",1598,"Wednesday","SINGAPORE AIRLINES","SINGAPORE","Asia","Hub","Gates 91-102","2018-12-31",150,"Clean","Very safe","Somewhat satsified"
"2309",1188,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",59.9999999999999,"Clean","Very safe","Very satisfied"
"2310",1971,"Tuesday","UNITED","BALTIMORE","East US","Medium","Gates 60-69","2018-12-31",155,"Somewhat clean","Very safe","Very satisfied"
"2311",1236,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2312",1615,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",230,"Clean","Very safe","Somewhat satsified"
"2313",2371,"Tuesday","JETBLUE","FT. LAUDERDALE","East US","Large","Gates 1-12","2018-12-31",131,"Clean","Very safe","Very satisfied"
"2314",868,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",115,"Clean","Very safe","Very satisfied"
"2315",595,"Thursday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",135,"Clean","Very safe","Very satisfied"
"2316",572,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",120,"Clean","Very safe","Somewhat satsified"
"2317",1413,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",112,"Average","Somewhat safe","Somewhat satsified"
"2318",1591,"Wednesday","UNITED INTL","HONG KONG","Asia","Hub","Gates 91-102","2018-12-31",180,"Clean","Very safe","Somewhat satsified"
"2319",3266,"Tuesday","UNITED","LAS VEGAS","West US","Hub","Gates 70-90","2018-12-31",100,"Clean","Very unsafe","Very satisfied"
"2320",2492,"Friday","UNITED","DENVER","West US","Hub","Gates 70-90","2018-12-31",56,"Somewhat clean","Very safe","Somewhat satsified"
"2321",1931,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",135,"Somewhat clean","Very safe","Somewhat satsified"
"2322",496,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",148,"Clean","Very safe","Very satisfied"
"2323",951,"Thursday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2324",720,"Wednesday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",200,"Somewhat clean","Very safe","Somewhat satsified"
"2325",1945,"Tuesday","UNITED","BOSTON","East US","Large","Gates 70-90","2018-12-31",145,"Somewhat clean","Very safe","Somewhat satsified"
"2326",410,"Sunday","UNITED","HOUSTON-BUSH","Midwest US","Hub","Gates 70-90","2018-12-31",362,"Clean","Very safe","Very satisfied"
"2327",638,"Tuesday","ALASKA","WASHINGTON DC-DULLES","East US","Medium","Gates 50-59","2018-12-31",140,"Average","Very safe","Somewhat satsified"
"2328",197,"Wednesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",130,"Somewhat clean","Somewhat safe","Very satisfied"
"2329",2606,"Tuesday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",102,"Somewhat clean","Somewhat safe",NA
"2330",2727,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",92,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2331",2866,"Wednesday","UNITED","WASHINGTON DC-DULLES","East US","Medium","Gates 70-90","2018-12-31",86.9999999999999,"Somewhat clean","Very safe","Somewhat satsified"
"2332",373,"Friday","ALASKA","SAN JOSE DEL CABO","Canada/Mexico","Small","Gates 50-59","2018-12-31",135,"Clean","Very safe","Very satisfied"
"2333",574,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",75,"Clean","Very safe","Very satisfied"
"2334",630,"Thursday","ALASKA","NEWARK","East US","Hub","Gates 50-59","2018-12-31",85,"Clean","Neutral","Very satisfied"
"2335",1150,"Tuesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",49.9999999999998,"Clean","Very safe","Very satisfied"
"2336",1172,"Thursday","DELTA","NEW YORK-JFK","East US","Hub","Gates 40-48","2018-12-31",90,"Clean","Very safe","Very satisfied"
"2337",1232,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2338",1260,"Thursday","CHINA EASTERN","SHANGHAI","Asia","Hub","Gates 1-12","2018-12-31",270,"Clean","Somewhat safe","Somewhat satsified"
"2339",1401,"Tuesday","UNITED INTL","PARIS-DE GAULLE","eur","Hub","Gates 91-102","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2340",1444,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",142,"Clean","Very safe",NA
"2341",1703,"Sunday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",150,"Clean","Very safe","Very satisfied"
"2342",1767,"Thursday","AMERICAN","CHICAGO-O'HARE","Midwest US","Hub","Gates 50-59","2018-12-31",80,"Clean","Very safe","Very satisfied"
"2343",1780,"Saturday","UNITED","RALEIGH-DURHAM","East US","Medium","Gates 70-90","2018-12-31",180,"Clean","Very safe","Somewhat satsified"
"2344",2019,"Wednesday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",180,"Clean","Very safe","Very satisfied"
"2345",2054,"Friday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",150,"Clean","Very safe","Very satisfied"
"2346",2125,"Monday","UNITED INTL","MEXICO CITY","Canada/Mexico","Hub","Gates 91-102","2018-12-31",370,"Clean","Very safe","Very satisfied"
"2347",2583,"Saturday","JETBLUE","LONG BEACH","West US","Small","Gates 1-12","2018-12-31",123,"Clean","Very safe","Very satisfied"
"2348",2601,"Tuesday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",97,"Clean","Very safe","Neutral"
"2349",2642,"Tuesday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",120,"Clean","Somewhat safe","Somewhat satsified"
"2350",2695,"Wednesday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",150,"Clean","Very safe",NA
"2351",2960,"Tuesday","AMERICAN","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",145,"Clean","Very safe",NA
"2352",2997,"Wednesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",133,"Clean","Very safe","Very satisfied"
"2353",3001,"Wednesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",268,"Clean","Very safe","Very satisfied"
"2354",3049,"Tuesday","AMERICAN","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",80,"Clean","Very safe","Very satisfied"
"2355",1724,"Monday","AIR CANADA","TORONTO","Canada/Mexico","Hub","Gates 91-102","2018-12-31",150,"Clean","Very safe","Very satisfied"
"2356",831,"Sunday","ALASKA","NASHVILLE","Midwest US","Medium","Gates 50-59","2018-12-31",96,"Clean","Very safe","Very satisfied"
"2357",2816,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",110,"Somewhat clean","Very safe","Very satisfied"
"2358",2855,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",67.0000000000001,"Somewhat clean","Very safe","Somewhat satsified"
"2359",1211,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",75.0000000000001,"Clean","Very safe","Very satisfied"
"2360",3054,"Tuesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",155,"Clean","Very safe","Very satisfied"
"2361",1227,"Tuesday","SOUTHWEST","LAS VEGAS","West US","Hub","Gates 20-39","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2362",1506,"Wednesday","HAWAIIAN AIR","HONOLULU","West US","Medium","Gates 1-12","2018-12-31",168,"Clean","Very safe","Very satisfied"
"2363",2443,"Tuesday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",177,"Clean","Very safe","Somewhat satsified"
"2364",1754,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",175,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2365",345,"Friday","ALASKA","SAN DIEGO","West US","Medium","Gates 50-59","2018-12-31",156,"Clean","Very safe","Very satisfied"
"2366",552,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",125,"Clean","Very safe","Very satisfied"
"2367",1681,"Saturday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",125,"Clean","Very safe","Somewhat satsified"
"2368",3029,"Tuesday","AMERICAN","DALLAS-FT. WORTH","Midwest US","Hub","Gates 50-59","2018-12-31",110,"Clean","Very safe","Very satisfied"
"2369",1435,"Saturday","UNITED","PORTLAND","West US","Medium","Gates 70-90","2018-12-31",220,"Clean","Very safe","Very satisfied"
"2370",746,"Sunday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2371",1824,"Monday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",455,"Clean","Very safe","Very satisfied"
"2372",2477,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",75.0000000000001,"Clean","Very safe","Very satisfied"
"2373",2807,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",220,"Clean","Very safe","Very satisfied"
"2374",1616,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",140,"Clean","Very safe","Somewhat satsified"
"2375",3196,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2376",563,"Thursday","ALASKA","SEATTLE","West US","Hub","Gates 50-59","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2377",2575,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",90,"Clean","Somewhat safe","Very satisfied"
"2378",457,"Sunday","ALASKA","LAS VEGAS","West US","Hub","Gates 50-59","2018-12-31",150,"Clean","Very safe","Very satisfied"
"2379",2741,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",77,"Somewhat clean","Very safe","Very satisfied"
"2380",972,"Friday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",130,"Average","Very safe","Neutral"
"2381",2446,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",175,"Average","Very safe","Very satisfied"
"2382",747,"Sunday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",120,"Somewhat clean","Very safe","Very satisfied"
"2383",354,"Friday","LUFTHANSA","FRANKFURT","Europe","Hub","Gates 91-102","2018-12-31",180,"Somewhat clean","Very safe","Very satisfied"
"2384",678,"Thursday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",125,"Somewhat clean","Very safe","Somewhat satsified"
"2385",1301,"Thursday","JETBLUE","NEW YORK-JFK","East US","Hub","Gates 1-12","2018-12-31",156,"Somewhat clean","Somewhat safe","Very satisfied"
"2386",1608,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",230,"Somewhat clean","Very safe","Very satisfied"
"2387",1622,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",170,"Somewhat clean","Very safe","Somewhat satsified"
"2388",1878,"Wednesday","SINGAPORE AIRLINES","SINGAPORE","Asia","Hub","Gates 91-102","2018-12-31",180,"Somewhat clean","Somewhat safe","Somewhat satsified"
"2389",2427,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",160,"Somewhat clean","Neutral","Somewhat satsified"
"2390",3176,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",120,"Somewhat clean","Very safe","Somewhat satsified"
"2391",386,"Friday","ALASKA","LOS ANGELES","West US","Hub","Gates 50-59","2018-12-31",115,"Clean","Very safe","Very satisfied"
"2392",398,"Friday","ALASKA","INDIANAPOLIS","Midwest US","Medium","Gates 50-59","2018-12-31",100,"Clean","Very safe","Somewhat satsified"
"2393",675,"Thursday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",75.0000000000001,"Clean","Very safe","Very satisfied"
"2394",944,"Thursday","AIR CANADA","VANCOUVER","Canada/Mexico","Medium","Gates 91-102","2018-12-31",165,"Clean","Very safe","Very satisfied"
"2395",1284,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",185,"Clean","Somewhat safe","Somewhat satsified"
"2396",1307,"Tuesday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",110,"Clean","Somewhat safe","Very satisfied"
"2397",1407,"Wednesday","UNITED","LAS VEGAS","West US","Hub","Gates 60-69","2018-12-31",142,"Clean","Very safe","Somewhat satsified"
"2398",1466,"Tuesday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",90,"Clean","Very safe","Somewhat satsified"
"2399",1610,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",125,"Clean","Very safe","Somewhat satsified"
"2400",1654,"Saturday","EMIRATES","DUBAI","Middle East","Hub","Gates 1-12","2018-12-31",225,"Clean","Very safe","Very satisfied"
"2401",1683,"Saturday","CATHAY PACIFIC","HONG KONG","Asia","Hub","Gates 1-12","2018-12-31",155,"Clean","Very safe","Very satisfied"
"2402",1800,"Monday","UNITED INTL","LONDON HEATHROW","Europe","Hub","Gates 91-102","2018-12-31",185,"Clean","Very safe","Very satisfied"
"2403",1806,"Sunday","ALASKA","RALEIGH-DURHAM","East US","Medium","Gates 50-59","2018-12-31",115,"Clean","Very safe","Very satisfied"
"2404",1923,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",185,"Clean","Very safe","Somewhat satsified"
"2405",1954,"Saturday","AIR FRANCE/KLM","PARIS-DE GAULLE","Europe","Hub","Gates 1-12","2018-12-31",245,"Clean","Very safe","Very satisfied"
"2406",2173,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",NA,"Clean","Very safe","Very satisfied"
"2407",2275,"Wednesday","WOW","REYKJAVIK","Europe","Small","Gates 91-102","2018-12-31",145,"Clean","Very safe","Very satisfied"
"2408",2397,"Wednesday","UNITED INTL","BEIJING","Asia","Hub","Gates 91-102","2018-12-31",285,"Clean","Very safe","Very satisfied"
"2409",2498,"Saturday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",165,"Clean","Very safe","Very satisfied"
"2410",2600,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",115,"Clean","Somewhat safe","Very satisfied"
"2411",2607,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",175,"Clean","Somewhat safe","Very satisfied"
"2412",2793,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",120,"Clean","Very safe",NA
"2413",2814,"Thursday","DELTA","LOS ANGELES","West US","Hub","Gates 40-48","2018-12-31",140,"Clean","Very safe","Somewhat satsified"
"2414",2897,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",155,"Clean","Very safe","Very satisfied"
"2415",2996,"Wednesday","AMERICAN","MIAMI","East US","Hub","Gates 50-59","2018-12-31",138,"Clean","Very safe","Somewhat satsified"
"2416",3111,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",183,"Clean","Very safe","Very satisfied"
"2417",3145,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",45,"Clean","Somewhat safe","Somewhat satsified"
"2418",3228,"Thursday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",110,"Clean","Very safe","Somewhat satsified"
"2419",1623,"Thursday","VIRGIN ATLANTIC","LONDON HEATHROW","Europe","Hub","Gates 1-12","2018-12-31",650,"Clean","Very safe","Very satisfied"
"2420",2610,"Saturday","INTERJET","GUADALAJARA","Canada/Mexico","Medium","Gates 1-12","2018-12-31",150,"Clean","Very safe","Very satisfied"
"2421",2126,"Monday","UNITED INTL","MEXICO CITY","Canada/Mexico","Hub","Gates 91-102","2018-12-31",190,"Clean","Very safe","Somewhat satsified"
"2422",540,"Thursday","ALASKA","PUERTO VALLARTA","Canada/Mexico","Small","Gates 50-59","2018-12-31",240,"Somewhat clean","Very safe","Somewhat satsified"
"2423",1901,"Monday","LUFTHANSA","MUNICH","Europe","Hub","Gates 91-102","2018-12-31",235,"Clean","Somewhat safe","Somewhat satsified"
"2424",3084,"Sunday","COPA","PANAMA CITY","Central/South America","Medium","Gates 1-12","2018-12-31",173,"Clean","Very safe","Very satisfied"
"2425",828,"Sunday","ALASKA","NASHVILLE","Midwest US","Medium","Gates 50-59","2018-12-31",291,"Clean","Very safe","Very satisfied"
"2426",2417,"Wednesday","AIR NEW ZEALAND","AUCKLAND","Australia/New Zealand","Medium","Gates 91-102","2018-12-31",160,"Clean","Somewhat safe","Very satisfied"
"2427",2899,"Thursday","DELTA","SALT LAKE CITY","West US","Medium","Gates 40-48","2018-12-31",105,"Clean","Very safe","Very satisfied"
"2428",3135,"Tuesday","UNITED","SAN DIEGO","West US","Medium","Gates 60-69","2018-12-31",70.0000000000001,"Somewhat clean","Very safe","Somewhat satsified"
"2429",421,"Sunday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",105,"Somewhat clean","Very safe","Very satisfied"
"2430",772,"Thursday","UNITED INTL","SAN JOSE DEL CABO","Canada/Mexico","Small","Gates 91-102","2018-12-31",90,"Somewhat clean","Very safe","Very satisfied"
"2431",442,"Sunday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",167,"Clean","Very safe","Very satisfied"
"2432",760,"Sunday","ALASKA","NEW YORK-JFK","East US","Hub","Gates 50-59","2018-12-31",120,"Clean","Very safe","Very satisfied"
"2433",1354,"Tuesday","UNITED INTL","KANSAI","Asia","Hub","Gates 91-102","2018-12-31",230,"Clean","Somewhat safe","Very satisfied"
"2434",2435,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",20.0000000000001,"Clean","Very safe","Very satisfied"
"2435",2259,"Wednesday","UNITED","LOS ANGELES","West US","Hub","Gates 60-69","2018-12-31",155,"Clean","Very safe","Very satisfied"
"2436",393,"Friday","ALASKA","INDIANAPOLIS","Midwest US","Medium","Gates 50-59","2018-12-31",160,"Somewhat clean","Very safe","Somewhat satsified"
"2437",1419,"Saturday","UNITED","KANSAS CITY","Midwest US","Medium","Gates 70-90","2018-12-31",120,"Average","Somewhat safe","Somewhat satsified"
"2438",2398,"Wednesday","UNITED INTL","SYDNEY","Australia/New Zealand","Hub","Gates 91-102","2018-12-31",425,"Clean","Very safe","Very satisfied"
"2439",3233,"Thursday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",220,"Clean","Very safe","Somewhat satsified"
"2440",2043,"Wednesday","UNITED","NEWARK","East US","Hub","Gates 70-90","2018-12-31",90,"Clean","Neutral","Somewhat satsified"
"2441",2438,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",NA,"Somewhat clean","Very safe","Very satisfied"
"2442",1338,"Tuesday","UNITED INTL","KANSAI","Asia","Hub","Gates 91-102","2018-12-31",215,"Somewhat clean","Very safe","Somewhat satsified"
"2443",463,"Sunday","ALASKA","LAS VEGAS","West US","Hub","Gates 50-59","2018-12-31",420,"Clean","Very safe","Very satisfied"
"2444",2107,"Monday","UNITED INTL","MEXICO CITY","Canada/Mexico","Hub","Gates 91-102","2018-12-31",100,"Clean","Somewhat safe","Very satisfied"
"2445",2753,"Thursday","DELTA","ATLANTA","East US","Hub","Gates 40-48","2018-12-31",180,"Clean","Very safe","Somewhat satsified"
"2446",2309,"Tuesday","UNITED","SAN ANTONIO","Midwest US","Medium","Gates 70-90","2018-12-31",69.9999999999999,"Clean","Neutral","Somewhat satsified"
"2447",2730,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",122,"Somewhat clean","Very safe","Somewhat satsified"
"2448",2744,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",92,"Somewhat clean","Neutral","Somewhat satsified"
"2449",2864,"Tuesday","UNITED","SEATTLE","West US","Hub","Gates 70-90","2018-12-31",148,"Somewhat clean","Somewhat safe","Neutral"
"2450",495,"Sunday","ALASKA","PORTLAND","West US","Medium","Gates 50-59","2018-12-31",118,"Clean","Very safe","Very satisfied"
"2451",2433,"Tuesday","UNITED","HONOLULU","West US","Medium","Gates 70-90","2018-12-31",55,"Clean","Very safe","Very satisfied"
"2452",2678,"Friday","UNITED","ORLANDO","East US","Hub","Gates 70-90","2018-12-31",212,"Clean","Somewhat safe","Very satisfied"
"2453",2714,"Friday","UNITED","KAHULUI","West US","Small","Gates 60-69","2018-12-31",61.9999999999999,"Clean","Very safe","Very satisfied"
"2454",2593,"Tuesday","UNITED","CHICAGO-O'HARE","Midwest US","Hub","Gates 60-69","2018-12-31",29.9999999999999,NA,"Very safe","Very satisfied"
"2455",449,"Sunday","UNITED","INDIANAPOLIS","Midwest US","Medium","Gates 60-69","2018-12-31",133,"Clean","Very safe","Very satisfied"
"2456",596,"Thursday","JETBLUE","BOSTON","East US","Large","Gates 1-12","2018-12-31",87,"Clean","Very safe","Very satisfied"
"2457",1117,"Thursday","DELTA","MINNEAPOLIS-ST. PAUL","Midwest US","Hub","Gates 40-48","2018-12-31",405,"Somewhat clean","Very safe","Very satisfied"
"2458",1847,"Wednesday","SOUTHWEST","SAN DIEGO","West US","Medium","Gates 20-39","2018-12-31",155,"Somewhat clean","Very safe","Very satisfied"
"2459",2141,"Wednesday","FRONTIER","DENVER","West US","Hub","Gates 20-39","2018-12-31",153,"Clean","Somewhat safe","Very satisfied"
"2460",298,"Thursday","UNITED","SAN DIEGO","West US","Medium","Gates 70-90","2018-12-31",122,"Clean","Very safe",NA
